TF (regulator),Gene (target)
LYAR,ASMT
FOS,ASMT
DNAJC1,ASMT
KLF6,ASMT
PLEK,ASMT
HOPX,ASMT
PURA,ATP13A3
JUN,ATP13A3
JUNB,ATP13A3
ZNF142,ATP13A3
ZNF143,ATP13A3
TCF12,ATP13A3
CEBPD,ATP13A3
ZNF277,ATP13A3
THAP6,ATP13A3
FOS,ATP13A3
DNAJC1,ATP13A3
ZNF41,ATP13A3
HIVEP3,ATP13A3
KLF6,ATP13A3
HOPX,ATP13A3
BATF,ATP1A2
PURA,ATP1A2
JUN,ATP1A2
JUNB,ATP1A2
ID2,ATP1A2
CEBPD,ATP1A2
LEF1,ATP1A2
LYAR,ATP1A2
FOS,ATP1A2
FOSB,ATP1A2
DNAJC1,ATP1A2
KLF6,ATP1A2
PLEK,ATP1A2
ZNF683,ATP1A2
HOPX,ATP1A2
PURA,ATP2A2
JUN,ATP2A2
JUNB,ATP2A2
BBX,ATP2A2
ID2,ATP2A2
MLXIP,ATP2A2
ARID5B,ATP2A2
CEBPD,ATP2A2
EPAS1,ATP2A2
THAP6,ATP2A2
FOS,ATP2A2
DNAJC1,ATP2A2
ZBTB38,ATP2A2
KLF6,ATP2A2
HOPX,ATP2A2
RUNX3,ATP2B1
BBX,ATP2B1
SNAI3,ATP2B1
JUNB,ATP2B1
ZSCAN31,ATP2B1
LEF1,ATP2B1
AHCTF1,ATP2B1
EPAS1,ATP2B1
LYAR,ATP2B1
FOS,ATP2B1
ZNF320,ATP2B1
MTA1,ATP2B1
KLF6,ATP2B1
ZNF683,ATP2B1
HOPX,ATP2B1
JUN,ATP6V1D
JUNB,ATP6V1D
HOPX,ATP6V1D
ID2,ATP6V1D
SOX13,ATP6V1D
ID3,ATP6V1D
SATB2,ATP6V1D
LEF1,ATP6V1D
LYAR,ATP6V1D
ZNF277,ATP6V1D
NR4A1,ATP6V1D
ASCL2,ATP6V1D
FOSB,ATP6V1D
PLEK,ATP6V1D
ZNF710,ATP6V1D
BATF,AURKC
BAZ2A,AURKC
JUN,AURKC
JUNB,AURKC
RUNX3,AURKC
ID2,AURKC
LYAR,AURKC
THAP6,AURKC
NR4A1,AURKC
FOSB,AURKC
FOS,AURKC
FOXN2,AURKC
KLF6,AURKC
PLEK,AURKC
HOPX,AURKC
RUNX3,AVPI1
JUN,AVPI1
JUNB,AVPI1
ID2,AVPI1
MLXIP,AVPI1
TCF12,AVPI1
CEBPD,AVPI1
LEF1,AVPI1
LYAR,AVPI1
FOS,AVPI1
ZNF41,AVPI1
KLF6,AVPI1
ZNF562,AVPI1
MYSM1,AVPI1
HOPX,AVPI1
BATF,B3GALNT2
JUN,B3GALNT2
JUNB,B3GALNT2
BBX,B3GALNT2
ID2,B3GALNT2
CEBPD,B3GALNT2
AHCTF1,B3GALNT2
LYAR,B3GALNT2
FOS,B3GALNT2
DNAJC1,B3GALNT2
ZBTB38,B3GALNT2
KLF6,B3GALNT2
ZNF683,B3GALNT2
MYSM1,B3GALNT2
HOPX,B3GALNT2
BATF,B4GALT2
RUNX3,B4GALT2
JUN,B4GALT2
JUNB,B4GALT2
ZNF143,B4GALT2
ARID5B,B4GALT2
LEF1,B4GALT2
LYAR,B4GALT2
FOS,B4GALT2
DNAJC1,B4GALT2
HIVEP3,B4GALT2
KLF6,B4GALT2
MYBL1,B4GALT2
ZNF683,B4GALT2
HOPX,B4GALT2
BATF,BAALC
JUN,BAALC
JUNB,BAALC
ID2,BAALC
CEBPD,BAALC
LYAR,BAALC
FOS,BAALC
FOSB,BAALC
DNAJC1,BAALC
ATF6,BAALC
KLF6,BAALC
MYBL1,BAALC
PLEK,BAALC
ZNF683,BAALC
HOPX,BAALC
BATF,BAIAP2-AS1
JUN,BAIAP2-AS1
JUNB,BAIAP2-AS1
ID2,BAIAP2-AS1
MLXIP,BAIAP2-AS1
ARID5B,BAIAP2-AS1
LYAR,BAIAP2-AS1
FOS,BAIAP2-AS1
ASCL2,BAIAP2-AS1
FOSB,BAIAP2-AS1
DNAJC1,BAIAP2-AS1
KLF6,BAIAP2-AS1
PKNOX1,BAIAP2-AS1
PLEK,BAIAP2-AS1
HOPX,BAIAP2-AS1
JUN,BCL2L11
JUNB,BCL2L11
BBX,BCL2L11
ID2,BCL2L11
SOX13,BCL2L11
LEF1,BCL2L11
ARNT,BCL2L11
FOSB,BCL2L11
DNAJC1,BCL2L11
KLF6,BCL2L11
PKNOX1,BCL2L11
YEATS4,BCL2L11
ZNF683,BCL2L11
ZNF684,BCL2L11
HOPX,BCL2L11
BAZ2A,BCO2
JUN,BCO2
JUNB,BCO2
ID2,BCO2
CEBPD,BCO2
LEF1,BCO2
LYAR,BCO2
FOS,BCO2
ASCL2,BCO2
FOSB,BCO2
DNAJC1,BCO2
KLF6,BCO2
PLEK,BCO2
ZNF683,BCO2
HOPX,BCO2
JUN,BEND4
JUNB,BEND4
BBX,BEND4
ID2,BEND4
ID3,BEND4
CEBPD,BEND4
LEF1,BEND4
LYAR,BEND4
FOS,BEND4
FOSB,BEND4
DNAJC1,BEND4
FOXN2,BEND4
KLF6,BEND4
PLEK,BEND4
HOPX,BEND4
JUN,BIRC6
BBX,BIRC6
TP63,BIRC6
ID3,BIRC6
ZNF143,BIRC6
CEBPD,BIRC6
LYAR,BIRC6
FOS,BIRC6
DNAJC1,BIRC6
ATF6,BIRC6
KLF6,BIRC6
PKNOX1,BIRC6
MYBL1,BIRC6
MYSM1,BIRC6
HOPX,BIRC6
JUN,BOD1
JUNB,BOD1
POU5F2,BOD1
HOPX,BOD1
ID2,BOD1
LEF1,BOD1
ARNT,BOD1
LYAR,BOD1
FOS,BOD1
HIVEP3,BOD1
KLF6,BOD1
YEATS4,BOD1
MYBL1,BOD1
ZNF683,BOD1
ZNF710,BOD1
PURA,BOD1L1
BAZ2A,BOD1L1
RUNX3,BOD1L1
SNAI3,BOD1L1
JUNB,BOD1L1
HOPX,BOD1L1
ID2,BOD1L1
SOX13,BOD1L1
ZNF264,BOD1L1
LYAR,BOD1L1
ZNF320,BOD1L1
FOSB,BOD1L1
KLF6,BOD1L1
ZNF683,BOD1L1
ZNF710,BOD1L1
PURA,BRCC3
ZNF80,BRCC3
JUN,BRCC3
JUNB,BRCC3
HOPX,BRCC3
LEF1,BRCC3
ZNF264,BRCC3
FOS,BRCC3
DNAJC1,BRCC3
MTA1,BRCC3
KLF6,BRCC3
YEATS4,BRCC3
ZNF562,BRCC3
ZNF683,BRCC3
ZNF710,BRCC3
HOXA9,BRD2
GFI1B,BRD2
ZNF805,BRD2
SNAI3,BRD2
ZFHX3,BRD2
ZSCAN31,BRD2
JUNB,BRD2
JUN,BRD2
LEF1,BRD2
ZNF234,BRD2
LYAR,BRD2
FOS,BRD2
KLF6,BRD2
ZNF683,BRD2
HOPX,BRD2
JUN,C11orf45
SNAI3,C11orf45
JUNB,C11orf45
BBX,C11orf45
ID2,C11orf45
LEF1,C11orf45
LYAR,C11orf45
FOS,C11orf45
FOSB,C11orf45
DNAJC1,C11orf45
ZNF470,C11orf45
KLF6,C11orf45
PLEK,C11orf45
MYSM1,C11orf45
HOPX,C11orf45
HOXA10,C12orf75
BATF,C12orf75
JUN,C12orf75
JUNB,C12orf75
ID2,C12orf75
LEF1,C12orf75
LYAR,C12orf75
FOS,C12orf75
ASCL2,C12orf75
DNAJC1,C12orf75
PKNOX1,C12orf75
PLEK,C12orf75
ZNF683,C12orf75
MYSM1,C12orf75
HOPX,C12orf75
RUNX3,C19orf40
JUN,C19orf40
JUNB,C19orf40
BBX,C19orf40
ID2,C19orf40
TBX6,C19orf40
ARID5B,C19orf40
TCF12,C19orf40
LEF1,C19orf40
LYAR,C19orf40
ZNF277,C19orf40
PLEK,C19orf40
ZNF683,C19orf40
MYSM1,C19orf40
HOPX,C19orf40
BATF,C19orf44
PURA,C19orf44
JUN,C19orf44
JUNB,C19orf44
BBX,C19orf44
ID2,C19orf44
ARID5B,C19orf44
LEF1,C19orf44
LYAR,C19orf44
WDHD1,C19orf44
FOS,C19orf44
KLF6,C19orf44
PLEK,C19orf44
ZNF683,C19orf44
HOPX,C19orf44
ZNF773,C19orf48
BAZ2A,C19orf48
JUN,C19orf48
JUNB,C19orf48
ZNF80,C19orf48
TP63,C19orf48
ID2,C19orf48
ARID5B,C19orf48
LEF1,C19orf48
FOS,C19orf48
FOXK1,C19orf48
FOXN2,C19orf48
ZNF576,C19orf48
HOPX,C19orf48
ZNF737,C19orf48
BAZ2A,C1GALT1
JUN,C1GALT1
ZNF805,C1GALT1
JUNB,C1GALT1
ID2,C1GALT1
ARID2,C1GALT1
ZNF142,C1GALT1
CEBPD,C1GALT1
AHCTF1,C1GALT1
ZNF234,C1GALT1
LYAR,C1GALT1
MAFB,C1GALT1
FOS,C1GALT1
FOSB,C1GALT1
KLF6,C1GALT1
JUN,C1QTNF4
JUNB,C1QTNF4
BBX,C1QTNF4
ID2,C1QTNF4
MLXIP,C1QTNF4
ZNF143,C1QTNF4
LEF1,C1QTNF4
LYAR,C1QTNF4
FOS,C1QTNF4
ASCL2,C1QTNF4
FOSB,C1QTNF4
DNAJC1,C1QTNF4
KLF6,C1QTNF4
PLEK,C1QTNF4
HOPX,C1QTNF4
JUN,C1orf109
JUNB,C1orf109
ID2,C1orf109
ID3,C1orf109
LYAR,C1orf109
ZNF277,C1orf109
THAP6,C1orf109
MAFG,C1orf109
FOSB,C1orf109
DNAJC1,C1orf109
FOS,C1orf109
KLF6,C1orf109
PKNOX1,C1orf109
PLEK,C1orf109
HOPX,C1orf109
HOXA10,C1orf21
BAZ2A,C1orf21
JUN,C1orf21
JUNB,C1orf21
ID2,C1orf21
ZNF264,C1orf21
ZNF277,C1orf21
LYAR,C1orf21
FOS,C1orf21
ASCL2,C1orf21
PKNOX1,C1orf21
ZNF547,C1orf21
PLEK,C1orf21
ZNF683,C1orf21
HOPX,C1orf21
BATF,C1orf222
PURA,C1orf222
JUN,C1orf222
JUNB,C1orf222
ID2,C1orf222
CEBPD,C1orf222
LEF1,C1orf222
LYAR,C1orf222
FOS,C1orf222
KLF6,C1orf222
PKNOX1,C1orf222
MYBL1,C1orf222
PLEK,C1orf222
ZNF683,C1orf222
HOPX,C1orf222
JUN,C1orf234
JUNB,C1orf234
BBX,C1orf234
ID2,C1orf234
ARID2,C1orf234
MLXIP,C1orf234
CEBPD,C1orf234
LYAR,C1orf234
FOS,C1orf234
DNAJC1,C1orf234
KLF6,C1orf234
MYBL1,C1orf234
PLEK,C1orf234
MYSM1,C1orf234
HOPX,C1orf234
JUN,C1orf35
JUNB,C1orf35
POU5F2,C1orf35
ZSCAN29,C1orf35
ZSCAN2,C1orf35
CEBPD,C1orf35
ZNF264,C1orf35
LYAR,C1orf35
MAFG,C1orf35
ZNF320,C1orf35
HIVEP3,C1orf35
PKNOX1,C1orf35
MYBL1,C1orf35
PLEK,C1orf35
HOPX,C1orf35
JUN,C4orf21
JUNB,C4orf21
ZSCAN2,C4orf21
BBX,C4orf21
ID3,C4orf21
CEBPD,C4orf21
LEF1,C4orf21
LYAR,C4orf21
FOS,C4orf21
ASCL2,C4orf21
FOSB,C4orf21
DNAJC1,C4orf21
KLF6,C4orf21
PLEK,C4orf21
HOPX,C4orf21
BAZ2A,C5orf45
JUN,C5orf45
JUNB,C5orf45
BBX,C5orf45
ZSCAN29,C5orf45
LEF1,C5orf45
LYAR,C5orf45
THAP6,C5orf45
FOS,C5orf45
ZNF41,C5orf45
ATF6,C5orf45
KLF6,C5orf45
ZNF532,C5orf45
YEATS4,C5orf45
PKNOX1,C5orf45
BATF,C5orf51
JUN,C5orf51
JUNB,C5orf51
BBX,C5orf51
ID2,C5orf51
ZSCAN31,C5orf51
MLXIP,C5orf51
ZNF264,C5orf51
LYAR,C5orf51
FOS,C5orf51
FOSB,C5orf51
ZNF320,C5orf51
FOXN2,C5orf51
PLEK,C5orf51
HOPX,C5orf51
E2F5,C5orf56
JUN,C5orf56
SNAI3,C5orf56
JUNB,C5orf56
ID2,C5orf56
LEF1,C5orf56
LYAR,C5orf56
FOS,C5orf56
ASCL2,C5orf56
ZNF41,C5orf56
HIVEP3,C5orf56
DNAJC1,C5orf56
PKNOX1,C5orf56
ZNF683,C5orf56
HOPX,C5orf56
RUNX3,C6orf120
JUN,C6orf120
JUNB,C6orf120
BBX,C6orf120
ID2,C6orf120
ARNT,C6orf120
LYAR,C6orf120
FOS,C6orf120
DNAJC1,C6orf120
YEATS4,C6orf120
FOXN2,C6orf120
ATF6,C6orf120
ZNF547,C6orf120
ZNF684,C6orf120
HOPX,C6orf120
ZNF773,C6orf62
JUN,C6orf62
JUNB,C6orf62
ZNF142,C6orf62
ZNF155,C6orf62
LYAR,C6orf62
ZNF320,C6orf62
DNAJC1,C6orf62
MTA1,C6orf62
HIVEP3,C6orf62
ZNF501,C6orf62
PKNOX1,C6orf62
KLF6,C6orf62
GABPA,C6orf62
HOPX,C6orf62
RUNX3,C7orf49
JUN,C7orf49
HOXA9,C7orf49
JUNB,C7orf49
ID2,C7orf49
SOX13,C7orf49
ZNF143,C7orf49
ARNT,C7orf49
LYAR,C7orf49
FOS,C7orf49
HIVEP3,C7orf49
ZNF470,C7orf49
KLF6,C7orf49
RORB,C7orf49
ZNF683,C7orf49
BATF,C8orf88
JUN,C8orf88
JUNB,C8orf88
BBX,C8orf88
ID2,C8orf88
ZNF155,C8orf88
LEF1,C8orf88
LYAR,C8orf88
FOS,C8orf88
DNAJC1,C8orf88
MTA1,C8orf88
ATF6,C8orf88
KLF6,C8orf88
MYSM1,C8orf88
HOPX,C8orf88
BAZ2A,C9orf117
JUN,C9orf117
JUNB,C9orf117
RUNX3,C9orf117
ID2,C9orf117
ID3,C9orf117
ARID2,C9orf117
ARID5B,C9orf117
ARNT,C9orf117
ZNF264,C9orf117
FOS,C9orf117
KLF6,C9orf117
PLEK,C9orf117
ZNF683,C9orf117
HOPX,C9orf117
HOXA10,CAAP1
RUNX3,CAAP1
BBX,CAAP1
JUNB,CAAP1
ID2,CAAP1
SOX13,CAAP1
CEBPD,CAAP1
ZNF264,CAAP1
LYAR,CAAP1
ZNF320,CAAP1
HIVEP3,CAAP1
KLF6,CAAP1
IRF6,CAAP1
ZNF683,CAAP1
HOPX,CAAP1
BAZ2A,CABIN1
JUN,CABIN1
ZNF80,CABIN1
BBX,CABIN1
ID2,CABIN1
ARID2,CABIN1
ARID5B,CABIN1
ARNT,CABIN1
ZNF234,CABIN1
LYAR,CABIN1
FOS,CABIN1
KLF6,CABIN1
PLEK,CABIN1
ZNF683,CABIN1
HOPX,CABIN1
RUNX3,CALCB
JUN,CALCB
JUNB,CALCB
ID2,CALCB
MLXIP,CALCB
ZNF264,CALCB
LYAR,CALCB
FOS,CALCB
ASCL2,CALCB
DNAJC1,CALCB
KLF6,CALCB
MYBL1,CALCB
ZNF683,CALCB
ZNF684,CALCB
HOPX,CALCB
JUN,CALCRL
JUNB,CALCRL
ID2,CALCRL
ZNF143,CALCRL
ARID5B,CALCRL
LEF1,CALCRL
AHCTF1,CALCRL
LYAR,CALCRL
FOS,CALCRL
DNAJC1,CALCRL
KLF6,CALCRL
MYBL1,CALCRL
ZNF683,CALCRL
ZNF684,CALCRL
HOPX,CALCRL
PURA,CALHM2
JUN,CALHM2
JUNB,CALHM2
ZSCAN2,CALHM2
ID2,CALHM2
ARID2,CALHM2
LYAR,CALHM2
FOS,CALHM2
FOSB,CALHM2
KLF6,CALHM2
PKNOX1,CALHM2
ZNF576,CALHM2
ZNF683,CALHM2
MYSM1,CALHM2
HOPX,CALHM2
BATF,CAMK2N2
JUN,CAMK2N2
JUNB,CAMK2N2
BBX,CAMK2N2
ID2,CAMK2N2
MLXIP,CAMK2N2
ARID2,CAMK2N2
CEBPD,CAMK2N2
LYAR,CAMK2N2
FOS,CAMK2N2
DNAJC1,CAMK2N2
KLF6,CAMK2N2
ZNF683,CAMK2N2
MYSM1,CAMK2N2
HOPX,CAMK2N2
BATF,CASC15
RUNX3,CASC15
JUN,CASC15
JUNB,CASC15
BBX,CASC15
ID2,CASC15
ZNF143,CASC15
LEF1,CASC15
ZNF277,CASC15
FOS,CASC15
FOXN2,CASC15
KLF6,CASC15
PLEK,CASC15
ZNF683,CASC15
HOPX,CASC15
BATF,CAV1
RUNX3,CAV1
JUN,CAV1
JUNB,CAV1
BBX,CAV1
ID2,CAV1
ARID5B,CAV1
LEF1,CAV1
LYAR,CAV1
FOS,CAV1
FOSB,CAV1
DNAJC1,CAV1
KLF6,CAV1
MYBL1,CAV1
HOPX,CAV1
RUNX3,CCDC110
JUN,CCDC110
JUNB,CCDC110
ID2,CCDC110
CEBPD,CCDC110
LEF1,CCDC110
ARNT,CCDC110
ZNF264,CCDC110
ZNF277,CCDC110
LYAR,CCDC110
FOS,CCDC110
ASCL2,CCDC110
DNAJC1,CCDC110
MYBL1,CCDC110
HOPX,CCDC110
JUN,CCDC122
JUNB,CCDC122
POU5F2,CCDC122
ID3,CCDC122
ZNF143,CCDC122
CEBPD,CCDC122
LEF1,CCDC122
LYAR,CCDC122
FOS,CCDC122
FOSB,CCDC122
ZNF470,CCDC122
KLF6,CCDC122
GABPA,CCDC122
ZNF683,CCDC122
HOPX,CCDC122
HOXA10,CCDC53
RUNX3,CCDC53
JUN,CCDC53
BATF,CCDC53
POU5F2,CCDC53
JUNB,CCDC53
ZSCAN31,CCDC53
HOPX,CCDC53
ZNF277,CCDC53
FOS,CCDC53
DNAJC1,CCDC53
KLF6,CCDC53
GABPA,CCDC53
ZNF683,CCDC53
ZNF710,CCDC53
BAZ2A,CCDC71L
JUN,CCDC71L
JUNB,CCDC71L
BBX,CCDC71L
ID2,CCDC71L
TCF12,CCDC71L
CEBPD,CCDC71L
ARNT,CCDC71L
LYAR,CCDC71L
FOS,CCDC71L
DNAJC1,CCDC71L
KLF6,CCDC71L
ZNF683,CCDC71L
ZNF684,CCDC71L
ZBTB38,CCDC71L
JUN,CCDC81
JUNB,CCDC81
ID2,CCDC81
ID3,CCDC81
ARID5B,CCDC81
LEF1,CCDC81
LYAR,CCDC81
THAP6,CCDC81
FOS,CCDC81
DNAJC1,CCDC81
KLF6,CCDC81
MYBL1,CCDC81
PLEK,CCDC81
ZNF683,CCDC81
HOPX,CCDC81
PURA,CCDC82
RUNX3,CCDC82
JUNB,CCDC82
POU5F2,CCDC82
ZSCAN29,CCDC82
ARID5B,CCDC82
ZNF155,CCDC82
LEF1,CCDC82
LYAR,CCDC82
FOS,CCDC82
DNAJC1,CCDC82
KLF6,CCDC82
YEATS4,CCDC82
PLEK,CCDC82
HOPX,CCDC82
JUN,CCDC88B
JUNB,CCDC88B
ID2,CCDC88B
ID3,CCDC88B
ZNF143,CCDC88B
ARID2,CCDC88B
LEF1,CCDC88B
AHCTF1,CCDC88B
FOS,CCDC88B
ASCL2,CCDC88B
FOSB,CCDC88B
KLF6,CCDC88B
MYBL1,CCDC88B
ZNF683,CCDC88B
HOPX,CCDC88B
RUNX3,CCL3
JUN,CCL3
JUNB,CCL3
ID2,CCL3
ARID2,CCL3
LYAR,CCL3
FOS,CCL3
DNAJC1,CCL3
MTA1,CCL3
KLF6,CCL3
ZNF562,CCL3
ZNF576,CCL3
MYBL1,CCL3
PLEK,CCL3
HOPX,CCL3
BATF,CCL3L3
JUN,CCL3L3
JUNB,CCL3L3
BBX,CCL3L3
ID2,CCL3L3
ID3,CCL3L3
CEBPD,CCL3L3
LYAR,CCL3L3
FOS,CCL3L3
DNAJC1,CCL3L3
FOXN2,CCL3L3
KLF6,CCL3L3
MYBL1,CCL3L3
PLEK,CCL3L3
HOPX,CCL3L3
BATF,CCL4
RUNX3,CCL4
JUN,CCL4
JUNB,CCL4
ZNF80,CCL4
ID2,CCL4
ZNF143,CCL4
LEF1,CCL4
ARNT,CCL4
LYAR,CCL4
FOS,CCL4
ASCL2,CCL4
MYBL1,CCL4
PLEK,CCL4
HOPX,CCL4
BATF,CCL5
RUNX3,CCL5
JUN,CCL5
JUNB,CCL5
ID2,CCL5
ID3,CCL5
LEF1,CCL5
LYAR,CCL5
FOS,CCL5
ASCL2,CCL5
DNAJC1,CCL5
KLF6,CCL5
PLEK,CCL5
ZNF683,CCL5
HOPX,CCL5
RUNX3,CCSER1
JUN,CCSER1
JUNB,CCSER1
ID2,CCSER1
ID3,CCSER1
ARID5B,CCSER1
LEF1,CCSER1
LYAR,CCSER1
FOS,CCSER1
FOSB,CCSER1
DNAJC1,CCSER1
HIVEP3,CCSER1
MTA1,CCSER1
KLF6,CCSER1
HOPX,CCSER1
RUNX3,CCSER2
JUN,CCSER2
JUNB,CCSER2
ZNF80,CCSER2
HOPX,CCSER2
SOX13,CCSER2
ARNT,CCSER2
ZNF264,CCSER2
ZNF277,CCSER2
THAP6,CCSER2
FOS,CCSER2
ASCL2,CCSER2
KLF6,CCSER2
MYBL1,CCSER2
ZNF710,CCSER2
PURA,CCT6B
RUNX3,CCT6B
JUN,CCT6B
JUNB,CCT6B
BBX,CCT6B
ID2,CCT6B
MLXIP,CCT6B
ARID5B,CCT6B
LYAR,CCT6B
FOS,CCT6B
ASCL2,CCT6B
KLF6,CCT6B
YEATS4,CCT6B
PLEK,CCT6B
HOPX,CCT6B
JUN,CD160
JUNB,CD160
BBX,CD160
ID2,CD160
ARID2,CD160
CEBPD,CD160
LYAR,CD160
ZNF277,CD160
DNAJC1,CD160
KLF6,CD160
MYBL1,CD160
PLEK,CD160
ZNF683,CD160
ZNF684,CD160
HOPX,CD160
BATF,CD1B
JUN,CD1B
JUNB,CD1B
ID2,CD1B
ARID2,CD1B
ARID5B,CD1B
CEBPD,CD1B
LEF1,CD1B
LYAR,CD1B
FOS,CD1B
FOSB,CD1B
KLF6,CD1B
YEATS4,CD1B
ZNF562,CD1B
HOPX,CD1B
BAZ2A,CD300A
JUN,CD300A
JUNB,CD300A
E2F5,CD300A
BBX,CD300A
ID2,CD300A
ARID2,CD300A
AHCTF1,CD300A
LYAR,CD300A
NR4A1,CD300A
ASCL2,CD300A
DNAJC1,CD300A
KLF6,CD300A
ZNF683,CD300A
HOPX,CD300A
BAZ2A,CD300LF
JUN,CD300LF
SNAI3,CD300LF
JUNB,CD300LF
RUNX3,CD300LF
ID2,CD300LF
ID3,CD300LF
LEF1,CD300LF
LYAR,CD300LF
FOS,CD300LF
DNAJC1,CD300LF
KLF6,CD300LF
PLEK,CD300LF
ZNF683,CD300LF
HOPX,CD300LF
PURA,CD46
RUNX3,CD46
JUN,CD46
JUNB,CD46
ZSCAN2,CD46
ZSCAN31,CD46
TCF12,CD46
CEBPD,CD46
LYAR,CD46
THAP6,CD46
FOS,CD46
ASCL2,CD46
FOXN2,CD46
ZNF683,CD46
MYSM1,CD46
BAZ2A,CD47
JUN,CD47
JUNB,CD47
BBX,CD47
ARID2,CD47
ZNF142,CD47
ARNT,CD47
ZNF264,CD47
LYAR,CD47
FOS,CD47
ZNF470,CD47
ZNF491,CD47
KLF6,CD47
ZNF683,CD47
HOPX,CD47
ZNF773,CD58
JUN,CD58
JUNB,CD58
ID2,CD58
MLXIP,CD58
ARID5B,CD58
ZNF155,CD58
LYAR,CD58
THAP6,CD58
DNAJC1,CD58
MTA1,CD58
KLF6,CD58
ZNF547,CD58
MYBL1,CD58
HOPX,CD58
RUNX3,CD74
JUN,CD74
JUNB,CD74
E2F5,CD74
ID2,CD74
CEBPD,CD74
LEF1,CD74
LYAR,CD74
FOS,CD74
ASCL2,CD74
DNAJC1,CD74
IRF6,CD74
PLEK,CD74
ZNF683,CD74
HOPX,CD74
ZNF773,CD79A
E2F5,CD79A
JUN,CD79A
JUNB,CD79A
ID2,CD79A
ID3,CD79A
ARID5B,CD79A
LYAR,CD79A
FOS,CD79A
NR4A1,CD79A
ATF6,CD79A
KLF6,CD79A
ZNF532,CD79A
MYBL1,CD79A
HOPX,CD79A
E2F5,CD79B
JUN,CD79B
JUNB,CD79B
ZSCAN29,CD79B
CEBPD,CD79B
ZNF264,CD79B
LYAR,CD79B
FOS,CD79B
ASCL2,CD79B
HIVEP3,CD79B
KLF6,CD79B
PKNOX1,CD79B
IRF6,CD79B
PLEK,CD79B
GABPA,CD79B
BATF,CD8A
RUNX3,CD8A
JUNB,CD8A
ID2,CD8A
CEBPD,CD8A
LEF1,CD8A
AHCTF1,CD8A
LYAR,CD8A
NR4A1,CD8A
ASCL2,CD8A
FOS,CD8A
HIVEP3,CD8A
PLEK,CD8A
ZNF683,CD8A
HOPX,CD8A
BATF,CD8B
RUNX3,CD8B
JUN,CD8B
JUNB,CD8B
BBX,CD8B
ID2,CD8B
ARID5B,CD8B
CEBPD,CD8B
LYAR,CD8B
FOS,CD8B
ASCL2,CD8B
ZNF501,CD8B
PLEK,CD8B
ZNF683,CD8B
HOPX,CD8B
BATF,CDC42BPG
JUN,CDC42BPG
SNAI3,CDC42BPG
JUNB,CDC42BPG
BBX,CDC42BPG
ID2,CDC42BPG
ID3,CDC42BPG
LYAR,CDC42BPG
FOS,CDC42BPG
DNAJC1,CDC42BPG
KLF6,CDC42BPG
YEATS4,CDC42BPG
GABPA,CDC42BPG
MYSM1,CDC42BPG
HOPX,CDC42BPG
BAZ2A,CDC42EP3
JUN,CDC42EP3
SNAI3,CDC42EP3
JUNB,CDC42EP3
SOX13,CDC42EP3
CEBPD,CDC42EP3
LEF1,CDC42EP3
LYAR,CDC42EP3
ZNF320,CDC42EP3
FOS,CDC42EP3
KLF6,CDC42EP3
PLEK,CDC42EP3
GABPA,CDC42EP3
ZBTB34,CDC42EP3
HOPX,CDC42EP3
RUNX3,CDC6
JUN,CDC6
ID2,CDC6
ID3,CDC6
ZNF143,CDC6
MLXIP,CDC6
LYAR,CDC6
ZNF277,CDC6
FOS,CDC6
ASCL2,CDC6
HIVEP3,CDC6
FOXN2,CDC6
KLF6,CDC6
HMGB3,CDC6
HOPX,CDC6
BATF,CDK14
JUN,CDK14
JUNB,CDK14
BBX,CDK14
ID2,CDK14
CEBPD,CDK14
LEF1,CDK14
ZNF264,CDK14
LYAR,CDK14
FOS,CDK14
ZBTB38,CDK14
KLF6,CDK14
MYBL1,CDK14
ZNF683,CDK14
HOPX,CDK14
BATF,CDKL5
JUN,CDKL5
JUNB,CDKL5
BBX,CDKL5
ID2,CDKL5
ARID5B,CDKL5
CEBPD,CDKL5
LEF1,CDKL5
LYAR,CDKL5
ZNF277,CDKL5
FOS,CDKL5
KLF6,CDKL5
YEATS4,CDKL5
PLEK,CDKL5
HOPX,CDKL5
BATF,CDKN2B-AS1
BAZ2A,CDKN2B-AS1
JUN,CDKN2B-AS1
SNAI3,CDKN2B-AS1
JUNB,CDKN2B-AS1
BBX,CDKN2B-AS1
ID2,CDKN2B-AS1
CEBPD,CDKN2B-AS1
LYAR,CDKN2B-AS1
FOS,CDKN2B-AS1
FOXK1,CDKN2B-AS1
ATF6,CDKN2B-AS1
KLF6,CDKN2B-AS1
ZNF683,CDKN2B-AS1
HOPX,CDKN2B-AS1
PURA,CDPF1
JUN,CDPF1
JUNB,CDPF1
ID2,CDPF1
ARID5B,CDPF1
CEBPD,CDPF1
LEF1,CDPF1
LYAR,CDPF1
THAP6,CDPF1
FOS,CDPF1
ASCL2,CDPF1
KLF6,CDPF1
ZNF562,CDPF1
ZNF683,CDPF1
HOPX,CDPF1
BATF,CECR7
JUN,CECR7
JUNB,CECR7
ID2,CECR7
ID3,CECR7
MLXIP,CECR7
CEBPD,CECR7
LEF1,CECR7
LYAR,CECR7
FOS,CECR7
DNAJC1,CECR7
KLF6,CECR7
GABPA,CECR7
ZNF683,CECR7
HOPX,CECR7
PURA,CENPC
RUNX3,CENPC
JUN,CENPC
JUNB,CENPC
PPARG,CENPC
LEF1,CENPC
LYAR,CENPC
FOS,CENPC
FOSB,CENPC
